id,customer_id,age,gender,income,education,marital_status,children,credit_score,purchase_frequency,avg_purchase_amount,days_since_last_purchase,total_purchases,returns_count,satisfaction_score,churned
190,190,22,女性,28395.77551054483,大学院,既婚,0,786.6238989965732,1.3927827212950536,2970.1180445848418,16.374431446332352,19,2,2.666680332825482,False
191,191,38,男性,12686.79156410248,大学院,既婚,1,757.3249400925998,6.827573441341478,2412.564075835803,19.67216680910311,18,2,3.975461123552684,False
192,192,57,男性,7506.726044171242,大学院,独身,1,595.3191910427372,0.9210361424301903,3632.383024561296,14.16314226499022,13,2,4.425496392859209,False
193,193,48,女性,26749.987960933257,短大,独身,1,574.0493338593551,1.053202355896254,1851.7563971569725,13.538476950193896,23,0,2.2400654232873958,True
194,194,26,男性,76611.29190106827,大学院,既婚,0,577.8815443148544,3.087529228416583,2988.6481534438194,1.6105266448388549,23,2,2.5710007341548398,False
195,195,47,男性,21959.706805357917,短大,既婚,2,478.2938051557951,1.6863217861131674,4517.192276976468,34.70682030789959,23,0,2.426224894753425,False
196,196,50,男性,33498.14647660297,高校,独身,0,653.2330232795574,1.4215254459727675,2606.563653695326,17.192438158995337,27,0,4.331423234471684,False
197,197,31,男性,22946.361882262183,高校,独身,0,359.5535603422913,5.181535674730899,2396.5935011507504,6.499706657380866,19,4,1.1773874478144046,False
198,198,47,女性,20963.8577279272,高校,独身,2,709.1415509286386,5.263012003987745,3705.801492638358,50.790048470398375,17,2,2.23368435531472,False
199,199,45,女性,34875.44369548377,専門学校,独身,0,657.1880935718875,8.701067523119544,3130.7551868180003,48.66972982598909,22,3,3.7176342303805194,False
200,200,27,女性,19050.768632539297,専門学校,既婚,2,697.143986649484,2.7039210627423382,3728.0261289412024,19.9888267886779,17,4,3.2617739982613707,False
201,201,50,男性,25177.251738828945,大学,独身,0,755.7016282948135,0.3794675472956476,3015.586283185687,10.633921456578356,18,4,2.745157437174777,False
202,202,53,女性,25870.249075435935,大学,既婚,0,669.8794588338853,1.5987292240250066,1456.0932394275394,30.491017457310257,15,1,3.1597929088855374,False
203,203,61,女性,15771.420834104138,大学,離婚,1,813.1571737654756,19.561481012919685,4247.025026856662,10.196731927390106,14,3,1.7903383433132731,False
204,204,60,男性,36171.29671130928,専門学校,離婚,0,712.194581095221,4.534903218186328,5546.974454394538,8.075936096230436,20,1,2.7228664864320415,True
205,205,24,男性,,専門学校,独身,1,574.287315318395,6.184840812922564,4381.788713359932,39.33723794931684,22,3,3.0068119367053963,False
206,206,30,女性,15095.129487165666,大学,離婚,1,626.2288957854121,0.036925159847128006,1031.0600043605014,1.2348252989702722,9,1,4.604756487818406,False
207,207,52,女性,28803.5787853791,大学,離婚,0,423.87089732498634,3.6511904315184562,3412.930084881969,2.9869360467292485,17,2,2.0433406512159054,False
208,208,52,女性,14055.457157045557,大学院,離婚,1,559.7809559527834,0.19125493661235043,2591.45884522769,0.20433955426157138,17,3,4.47131400865973,False
209,209,52,女性,,大学,独身,2,611.9003594066609,4.210907331810655,2153.2355005956106,4.9796253119836384,20,1,3.5769656033039277,False
210,210,102,男性,21926.264767770852,大学院,独身,1,,12.677054938643575,3092.761464067798,2.1445580994035898,18,4,1.081363324270404,False
211,211,53,女性,,短大,離婚,1,574.9638971458189,17.276018686488484,2850.688467204295,164.1970400936126,18,2,3.8985253475975745,False
212,212,62,女性,27926.996499500914,専門学校,既婚,1,525.3735986065569,3.8886549003869413,3472.3863353213846,10.224468401289863,20,0,1.1422075101962204,False
213,213,59,男性,21752.555429513744,大学,離婚,1,461.24680969918745,3.064336092110908,3031.988812029702,4.849744155571889,12,1,4.989524507255252,False
214,214,54,女性,33152.82297483244,専門学校,独身,1,590.3582481406681,14.503664732887367,2129.74251822345,8.272457142660127,29,0,4.490546750764791,False
215,215,40,男性,44139.20966704216,専門学校,独身,0,845.0851802367929,5.5983088944238615,2507.4447030658325,82.52508534867174,13,1,2.1893749901601827,True
216,216,56,男性,29111.98293699411,専門学校,独身,2,677.1107034897033,0.33550516538139885,2388.9576810953263,22.029090863119006,23,4,2.0296449207868217,True
217,217,33,男性,22140.777208653002,短大,離婚,1,743.9579412355179,3.1342283626199996,1781.2222179886346,13.6153157581405,25,2,2.5257643284224356,True
218,218,41,女性,11430.973043437773,高校,既婚,1,,1.3737964519882677,1975.3613187671801,61.999658954319884,16,2,2.424667861257772,False
219,219,37,女性,12931.780540869073,大学,独身,0,492.6550239897781,3.172545678807437,2798.0538446957116,15.075322180304067,21,1,2.489351273541524,True
220,220,46,男性,18908.893535849824,高校,独身,1,527.8922535911933,3.0391205498475693,4569.349912119246,12.239433766912583,13,1,2.2731061844779217,False
221,221,79,女性,16240.183272758288,高校,離婚,1,640.2868890842362,4.3631016234555915,2538.5107675856807,6.968651741437268,20,4,3.4845336273933256,False
222,222,16,女性,20060.62762686473,高校,既婚,0,450.5871156520743,2.2062684136883757,2375.042871762316,14.23465769754055,20,4,1.6570546548824958,False
223,223,55,男性,22659.2845867498,専門学校,離婚,1,549.3409583590229,0.8972511118503558,2091.45224556809,11.423951481207041,14,1,4.383925169784053,False
224,224,20,男性,28705.56763483446,大学院,独身,0,591.3639314028707,3.503069280558311,3008.39185791588,33.93133347852273,23,4,4.249609936125261,False
225,225,37,女性,21263.57110981597,専門学校,既婚,2,517.9074693936699,8.865754959866623,4246.191745706228,10.257082250935222,18,0,2.9059328314210817,False
226,226,61,男性,28092.300716193186,専門学校,既婚,0,437.6316982675171,5.4534025636975825,5436.032913185425,25.825662756864332,18,2,4.41091986111419,False
227,227,45,女性,22748.106892611107,高校,独身,0,678.9653698209758,2.0652278310305276,3247.4320125836944,2.044901772594655,18,0,1.9885802801211732,True
228,228,28,女性,8203.094308959158,専門学校,既婚,0,654.5871444884565,13.707235304485774,3108.8187901655024,6.369415519689249,18,2,1.0702618228158678,False
229,229,34,女性,13771.166524944549,高校,既婚,0,,12.1639000748287,2532.4894438050324,15.697336188455814,23,1,3.476831700119292,False
230,230,55,女性,20495.409682764064,大学院,離婚,1,538.9574250747557,1.1744893129222687,2662.524504524745,82.91446149940894,26,3,2.8316376278588615,False
231,231,34,男性,12029.925650146732,大学,独身,0,725.9922743047472,0.20107748155596694,3600.2282575716513,14.208399404072715,19,3,3.2686581851834826,False
232,232,48,男性,29731.55934983997,高校,独身,0,802.9304194486886,6.760599261616706,2712.259690014616,32.72594226490378,29,0,4.597357636073612,False
233,233,45,男性,47352.52465365714,大学院,独身,1,676.2214732236855,8.789987215553502,2839.3069391119484,8.834644335970065,16,2,4.879702294263774,False
234,234,35,男性,40513.11086823907,大学,独身,0,589.006370555334,17.188979966063865,2958.37620551294,4.075745529977826,24,0,3.537812559022412,True
235,235,77,女性,19796.85893664974,短大,独身,1,664.5080649509243,11.028943458471648,2496.765983257228,1.809594175877746,23,2,4.0562223594097535,False
236,236,54,女性,46414.3087275663,高校,既婚,2,584.2212610704423,4.588142734328713,2914.65349557562,10.93315717228333,16,1,1.335233733948657,True
237,237,14,男性,23726.165047646125,高校,離婚,0,567.5716442321249,3.7756697525268152,1626.487663775156,5.147182942575068,19,3,1.6428623395660225,False
238,238,47,女性,18610.049592081243,短大,独身,1,718.3260389503325,0.14117980191618057,3514.4937381843,5.735194634132695,20,2,3.9328192198119063,False
239,239,35,女性,16208.62307571518,短大,離婚,3,636.0949680212801,1.4161695467034185,6036.209644808846,42.90855467803437,24,1,2.7254618255520078,False
240,240,57,女性,18934.958653958623,高校,離婚,1,770.5095653450029,3.077364855360139,2525.986391314323,0.4789450026252023,26,2,2.783861081617623,False
241,241,33,男性,18140.668780800992,短大,既婚,1,605.757701075643,4.951084565427672,3334.7438323167084,24.480477280899994,26,3,2.2344307265417465,False
242,242,43,男性,23985.58037810087,専門学校,独身,1,615.882541932999,4.07377071540406,3848.6314481451636,14.315023113052613,18,3,3.429425533910975,False
243,243,52,男性,23867.834401596956,大学,既婚,0,593.3489004768528,6.786319068245167,4376.762530662801,21.190012265363624,16,0,1.7406601816648104,False
244,244,57,女性,22060.0378829914,大学,独身,1,537.9816561312795,1.6409020612627185,2753.7077447502616,24.823010583887804,15,1,3.5076651172555824,False
245,245,26,男性,27404.68011407095,大学,既婚,4,731.4424898616592,4.161501529512491,1735.4201490376645,11.278690427713515,23,4,1.6951954285409587,False
246,246,39,男性,,専門学校,離婚,1,868.5711664614155,0.46135634851215934,3229.7809134230124,10.491356991044507,25,3,,False
247,247,37,男性,35410.974589198544,短大,独身,1,611.7772761433848,2.6693243668458866,3098.2372731938663,39.660384240050085,15,1,2.321430754796244,True
248,248,35,男性,10483.428127359668,大学院,離婚,1,581.9504056324994,6.9346894998250255,2687.32105920338,61.50277133657707,20,0,1.9245613680393907,False
249,249,71,男性,6142.821434093983,短大,離婚,0,575.4676516292909,5.911070480371037,2863.9193367310622,6.417399654703442,24,4,4.555966554225329,False
250,250,51,男性,35142.26990220232,高校,既婚,2,582.0266772399619,23.35801232092294,3112.259079204092,3.0815456416371023,21,1,1.2198138154745064,True
251,251,26,女性,11120.668142895222,大学,独身,3,814.9783686240802,1.6278967821346488,3322.685424076811,68.42347706124755,15,3,1.7064547702964914,True
252,252,58,女性,19685.100308634104,短大,離婚,1,578.1519480240108,3.4476616019736115,3281.129208687889,12.91866311596756,26,1,3.1948784223321978,False
253,253,76,男性,12270.37975336253,大学院,既婚,1,591.473319911046,1.9988846856554834,2792.504946097988,24.043185739076776,16,2,2.9242687633898945,False
254,254,60,男性,8946.4293934098,高校,独身,2,525.9645747849028,2.904480325070695,3345.206319050012,13.367205618034493,19,4,1.1834080734988062,False
255,255,22,女性,28874.997582535998,専門学校,独身,0,679.3648773863071,9.722809836732678,2736.6525228960986,4.033463073292332,17,1,1.029009712060578,False
256,256,37,女性,32195.358660061953,専門学校,離婚,1,643.2770437849014,5.763374573562422,3614.1343685184875,26.699079367099465,17,4,4.9522717678446,False
257,257,64,男性,16510.384072015197,大学院,独身,1,536.2821224197439,10.704082857181696,2469.490540293065,22.34211146887642,18,2,3.6353388014353527,False
258,258,34,男性,6029.858683820011,高校,離婚,0,560.717040268192,1.1377104807988883,3047.0142559078063,6.806775567259123,17,3,2.4616245236062273,False
259,259,51,男性,,大学,独身,3,803.2933370535558,10.332078451853109,1831.4777348571668,18.03723152910539,23,4,2.8817289906529653,False
260,260,56,男性,26793.16248260289,短大,既婚,2,653.2707756268768,0.3081126794081224,2667.846466693547,47.82872197390958,19,5,2.0662004818171478,False
261,261,31,女性,10514.854131423343,高校,離婚,2,660.1685395447298,10.97310746119146,3534.2154514326126,26.779138067349695,17,1,2.379495134772839,False
262,262,44,男性,24141.31482665252,専門学校,離婚,0,660.5653825026061,1.9954805127140993,2186.1112073835,3.05823528360796,17,2,3.596177869072856,False
263,263,-3,男性,21858.49856867425,大学院,独身,1,789.4625388211176,1.8886731341513112,2708.0114360782345,23.82361981567138,19,3,4.531247195469483,False
264,264,29,男性,29426.348215886366,大学院,独身,1,545.478563767929,3.5881069961613288,1448.7829454899434,36.3942714296581,20,0,1.7365200923247395,False
265,265,41,男性,23383.599608923476,短大,離婚,2,610.3604479823546,14.124902591279566,1977.4783816898878,47.208140667359544,20,1,4.3614460215412745,True
266,266,26,女性,13540.839277088842,大学院,独身,0,633.1034793337489,0.244803058051237,2138.9228350063504,29.75610570444237,22,2,1.4862265180730763,True
267,267,69,女性,40066.095256653505,大学院,既婚,0,477.88241747102757,2.171105445905906,3073.3557298674145,4.969532459129854,13,0,1.8599688943535648,False
268,268,23,女性,20347.945213976192,高校,独身,2,558.3858483418657,9.709610164780502,3294.542872806457,37.15416016677285,12,2,1.148701152198584,False
269,269,38,男性,21727.79792807595,大学,既婚,1,,2.521356397723325,2931.24735608214,33.93485589617195,17,4,1.5632474483719978,False
270,270,46,男性,13813.00778726663,短大,既婚,2,726.0213496330117,1.1104511412505431,2657.7149337850033,0.7419050492918327,20,3,4.669212581856202,False
271,271,66,女性,17647.66703675366,高校,既婚,1,743.7066875102031,2.7651367836070477,2660.5003231415612,15.917978591551925,21,2,2.8377549864735143,True
272,272,23,男性,14151.82178706544,大学,既婚,0,591.0909777468598,2.4351589568338703,3695.2878196729616,12.146719307642032,19,4,1.3106634471134142,True
273,273,62,男性,20201.79963046999,高校,既婚,0,603.4304759881163,12.350062687041653,3177.487134332701,33.206477587690614,24,3,4.838907352155845,False
274,274,45,女性,51836.72946806513,高校,独身,0,471.19345049619676,7.176044555729652,2696.786939937678,7.305585108785879,25,0,4.5159692310346005,False
275,275,30,女性,11092.776708983622,大学院,既婚,1,743.193454231631,3.517154948068405,4393.976253252819,26.81181075592035,15,2,4.018730083472565,False
276,276,51,女性,9830.246617351251,大学,独身,1,759.6652268766096,22.271080214613583,5350.752650324291,73.32652032509381,17,5,,False
277,277,47,女性,45962.685603259364,短大,既婚,0,758.3920966535609,3.1300370836597096,2051.3989723649433,47.95529113367167,17,1,1.8805176833430566,False
278,278,35,男性,19837.6745031098,短大,離婚,2,810.409125347724,0.3000125530714296,3486.8464860685167,76.3235522078615,16,2,4.345477172040345,False
279,279,46,男性,15763.676720801399,大学,既婚,2,692.2108593489905,1.5209161662963502,7532.3840855201315,115.1993974236182,23,2,3.7599647854172247,False
280,280,39,女性,37047.35890981836,大学院,離婚,1,805.6881836546693,2.8641300011035224,3242.3759641809993,0.32182383050493313,13,2,4.479036998270754,False
281,281,46,男性,16271.855372555729,専門学校,既婚,0,629.9525390842122,0.8533640827761579,3086.0054249649506,29.24472172060903,18,1,4.187646262970519,False
282,282,54,女性,54885.5208969097,高校,既婚,1,473.298963499445,14.740916904268408,2931.530199376995,15.97370694626459,23,2,2.3859802527073,False
283,283,68,女性,30913.953658630893,大学院,既婚,2,736.0724677240117,7.280342641932586,3453.192537248696,58.952221241366516,17,0,4.097594148069023,True
284,284,26,男性,17258.22802902528,大学,離婚,1,469.61108739913044,1.561835961607561,3738.612192292602,8.703138212988193,22,0,2.0498252119395612,True
285,285,76,女性,64773.646294533515,高校,離婚,1,667.0202049493365,4.467811619721634,2051.999448953091,118.94608692584092,16,0,2.3143686521122193,True
286,286,15,男性,16271.04681757585,短大,既婚,3,745.5323802124256,6.390773382633057,2957.367849019406,28.534849199252214,26,2,1.4316228688919046,True
287,287,42,男性,31921.903588112924,専門学校,独身,1,682.4258796035197,14.174783270770954,1508.921808487225,47.32908022742739,18,5,4.7403064639218755,False
288,288,53,男性,25582.051983800036,短大,既婚,0,877.8243070582275,10.669925791670325,2799.5249330868032,2.6846003238806535,20,3,,False
289,289,49,男性,42229.3453037316,大学,離婚,0,,3.6200140458107057,2273.76748980012,6.080303630767042,27,4,3.0824898606858073,False
290,290,35,女性,,高校,既婚,0,641.7139327464084,7.450560776767798,3300.2492461562415,42.61461047979547,18,1,2.5653313458647706,False
291,291,41,男性,22381.77016388929,大学,離婚,2,651.7455465252656,4.129334557098908,1813.6303647503,0.6669548368917887,16,2,4.839712482334006,False
292,292,37,女性,15112.70507656352,高校,離婚,0,515.5897183817586,4.02267232653576,2556.2709282863216,50.92807813697277,26,3,2.3401966837539296,False
293,293,36,女性,27722.123936918742,大学院,離婚,1,534.6267209275715,0.6093805198699483,3983.6878915295565,0.42141661606653674,13,2,4.114183285690756,False
294,294,57,女性,15695.70387136541,専門学校,既婚,2,565.48713891734,0.674162095912738,2433.5346174972624,32.111140842511176,17,3,4.42166461852472,False
295,295,50,女性,60276.26100922328,大学院,離婚,0,540.0352705950738,3.7701538391388016,1683.3131892956496,13.628345907163737,22,5,2.7424259899238637,False
296,296,34,男性,23582.676280255742,大学院,離婚,0,639.2005349836132,1.565762161068664,3220.3970743093764,28.36346580444519,15,3,2.512687257811725,False
297,297,58,男性,18349.16272440577,大学,既婚,3,589.703509984784,0.10630665598636334,2499.9882280675088,35.72492686131616,18,1,3.990983283730512,False
298,298,49,女性,24157.258016959535,専門学校,離婚,1,681.7908384095675,6.4157872493987265,2819.2731124915604,12.57818478569877,15,2,4.651583921224937,False
299,299,57,女性,11231.042276619697,高校,既婚,1,714.9430466203063,0.16513000311971313,2394.7619828757706,3.427411462733776,19,1,4.019726932288953,False
300,300,54,男性,13550.693160347973,高校,離婚,0,708.1778959718889,4.522760019448477,5390.098958295215,2.165699338454682,19,2,,False
301,301,32,女性,40143.144354452015,短大,独身,1,608.9873754815244,3.8738885104274425,1867.9151208586845,26.67019241205786,16,1,4.553230989750821,True
302,302,36,男性,15859.958214116885,高校,独身,0,678.4475629464472,17.339040734524747,6974.728516512569,22.060062847756985,23,2,2.5503266697473324,True
303,303,56,女性,13050.014301609724,大学,離婚,0,753.5128916176733,3.3103082979245464,2651.3097463154163,40.66725308523946,28,1,3.304917647111737,False
304,304,54,男性,28805.63700361202,大学院,独身,3,694.556458127749,0.3285703865134671,3149.6101834162964,21.38430774005072,19,3,4.325742477170844,False
305,305,44,女性,39848.979578623475,大学院,既婚,1,835.897769444342,4.011328942895021,2508.803122360508,16.468589127459257,21,3,1.7535790696019689,False
306,306,46,女性,31554.66303586856,大学院,独身,1,748.2178986766688,9.197280531987877,2477.511559643638,15.229279755174726,15,3,4.138040542710213,True
307,307,64,男性,36243.80839880977,専門学校,離婚,1,821.8407072648462,28.800628198560474,2355.600654620847,0.8040873861336126,20,0,3.38465119164271,False
308,308,36,女性,,高校,離婚,0,400.76568720699356,2.81360579283768,3570.2017601077428,12.264194605398998,23,0,4.573366567310433,False
309,309,53,女性,10819.384513459887,大学,既婚,0,659.6676121140232,1.9305095227277267,1952.2934563369756,111.916250951973,15,1,1.6878816073741718,False
310,310,41,男性,46661.132937326416,専門学校,離婚,0,617.6067499047782,11.85717363898496,3325.0253039542495,62.03857215345663,23,1,2.6827289481637138,False
311,311,41,女性,18744.582954799564,短大,既婚,0,637.5020269685784,1.06127850502785,1547.896481479669,11.986492170132458,19,4,4.331372371467349,False
312,312,61,男性,19430.193317822945,大学,独身,0,569.504057989586,4.77813315373333,3235.8878847814067,26.587063897431477,22,1,1.0769268138270407,False
313,313,57,男性,42791.598729035046,大学,独身,2,689.619940038418,2.601976538894778,3845.822532851155,56.377762625550545,19,2,1.4488054670625714,False
314,314,57,女性,29088.989233470955,大学,既婚,4,469.16435675825875,0.20975047040365158,2033.7654754209782,17.462900691232697,30,1,4.962260851026938,False
315,315,64,女性,27665.567987883805,大学院,既婚,0,690.3436862871291,2.133100075050619,3654.164592939709,0.5436318883045427,28,2,2.121576714361402,True
316,316,45,女性,,大学,離婚,1,572.828877981946,1.5409787154150285,3027.267338783931,2.322973529892895,25,0,4.9021727748958135,False
317,317,55,女性,15966.385497404239,高校,独身,1,,5.793263172009636,4815.176291813446,21.424550441045756,19,4,1.7301262040346956,False
318,318,40,女性,35028.597001250215,大学,既婚,0,693.8501769565738,14.859150861010038,2306.3883272987314,104.64128656314759,24,2,2.4443777720293425,False
319,319,49,女性,22663.399886488405,大学院,独身,1,657.8777727866334,1.5601961536535676,6938.186937125838,35.44770937143091,21,0,4.0114777780142825,False
320,320,43,女性,25192.36217918959,大学,既婚,2,755.3920911406453,8.342382971308798,1455.0060733235714,2.206689915017221,18,2,3.631113628952714,False
321,321,46,男性,47298.51663501142,短大,独身,2,553.0496494154011,0.2847559133018205,2700.382908254254,6.297969006406623,20,3,3.3244895997162223,False
322,322,53,女性,28393.566822205477,短大,離婚,2,641.9294347782873,3.8622617435111763,1790.8203444028118,44.263361331769595,13,2,3.1195967032200302,False
323,323,32,男性,28829.31526369865,大学院,独身,0,738.8773117011151,0.36581167087393585,5194.295343559293,55.24862083509143,30,2,4.373761774658961,True
324,324,76,女性,,高校,独身,0,686.1199743751398,13.59300263772962,2755.8734190599753,28.846064316605766,29,2,1.9397942513335709,False
325,325,29,女性,18352.54682175828,高校,独身,1,692.5594253462797,7.2696824525788815,2831.3091385158505,31.02041801713394,22,0,2.7698837079740737,False
326,326,26,男性,14478.13944520148,専門学校,独身,1,760.8042858383234,5.363990470887109,3404.901974327886,0.8624011792765207,25,0,1.6218091686258291,False
327,327,62,女性,13063.73569625673,大学院,独身,0,609.3757551130473,8.683413582074433,2976.663865325136,52.9004540595642,20,1,3.3837663829228175,False
328,328,56,女性,8240.544537037851,大学,離婚,1,588.3169122877729,5.213804079762832,2494.5697117185573,46.57403998164684,21,3,2.0021776970852807,False
329,329,54,男性,61580.68622004046,大学院,既婚,1,707.5904436932336,17.35988020804256,2044.6989088712378,8.994062482515906,12,4,2.3353682573735433,False
330,330,54,女性,12687.795385630223,専門学校,独身,1,635.056851398891,6.2580822176653665,3135.5316396026383,36.99965101442635,20,2,2.8850028664941125,False
331,331,44,女性,19719.695526546162,大学院,離婚,0,762.2203567697716,12.928628108244574,3339.7461824572642,7.256590908139097,18,2,1.1070823428125114,False
332,332,31,女性,19179.424639665333,大学院,独身,0,686.9773437115056,3.6400586548225986,3672.445878298005,1.234979143065729,26,2,1.3677517436833506,False
333,333,46,男性,25686.050692181383,専門学校,独身,1,587.6649319709738,0.6225151446166626,5291.293723138315,6.736957190169792,25,0,3.7437168828328784,False
334,334,34,女性,33119.20505569764,高校,既婚,0,683.8384026811142,3.7557644636990437,1552.8843143926326,5.903407008300966,13,0,2.715879922870029,False
335,335,59,女性,33868.36745007212,大学,独身,2,559.7300335777467,0.6783703071497276,2921.01033570352,12.363273776897701,10,0,4.459160887999582,False
336,336,42,女性,16456.260819509236,専門学校,離婚,1,744.6928468357056,4.488491722040794,4262.117368946532,16.261723847077263,18,0,3.778688014576798,False
337,337,32,女性,20260.716513731262,短大,離婚,0,510.2847693451848,3.2936617216207003,2871.653492565428,21.311174121002857,23,1,1.0324037665892898,False
338,338,40,男性,25369.17098919635,高校,既婚,0,772.2065274196185,4.871922297999921,1478.1524818684236,19.431099728783394,16,2,3.4668493230685393,False
339,339,51,男性,19451.013135294572,短大,独身,3,682.0876511184578,0.05048896295247788,2023.7107852719378,9.469058695813033,21,3,1.3748994642388657,False
340,340,36,女性,49201.175182091,高校,離婚,1,633.5439030377325,1.0835743709006498,3289.7634941641973,0.8881377576351744,24,6,4.123732719161977,False
341,341,32,女性,28155.20379029912,大学,独身,1,726.3334150933877,3.3797832592429082,3254.0615034135326,27.87380456002376,19,3,4.966030753114008,False
342,342,48,男性,31806.91166236992,大学,独身,0,701.1326644162355,15.029272816458823,3647.3491027832206,15.112761093638904,24,2,3.124795176966046,True
343,343,48,男性,30682.28202806138,大学院,独身,2,783.038168565806,2.4193692101066904,2358.302399495355,10.643394683938078,14,2,3.7311180007765214,False
344,344,37,女性,39606.040708091045,短大,既婚,1,782.1061738353467,2.761468527604996,3222.6683338187136,60.50888885983215,19,0,1.9492566435790062,False
345,345,37,男性,24113.10576515841,高校,独身,0,685.2290444166287,6.271001562513528,2244.5066199585235,41.20055132771245,18,1,2.7503909750151743,False
346,346,48,女性,11517.052314400258,大学,離婚,0,562.8229311958423,4.629089322179008,3222.7406114013484,58.50835545285554,18,2,4.424381328945534,False
347,347,23,男性,26898.98885570835,専門学校,独身,2,595.8490999553759,1.7757102406798175,3028.9268447899067,20.49488341232482,19,1,1.6696917909850049,True
348,348,23,男性,15903.93040755201,大学,離婚,1,642.8353114188352,2.6450871080473175,2330.2759987672666,4.209991361076813,24,1,2.0621424224550484,False
349,349,34,男性,16910.52789164112,専門学校,独身,1,758.1721694395094,1.2275836158697908,4757.392910158622,35.743687538633765,20,0,2.7817347011441207,True
350,350,41,男性,29530.591628833285,高校,離婚,2,604.3613538662524,16.910130522570153,1787.02805574828,6.922942316632074,23,0,3.848995567376056,False
351,351,49,女性,40910.479664108876,大学,離婚,0,612.7059479569864,0.6999575375709134,2856.9608675563604,17.460502419098795,29,3,2.5035358191826953,False
352,352,67,男性,22261.984868854553,大学,独身,2,834.8350629267427,2.324776245470658,2314.9151896357503,2.0162878046822614,15,1,4.7109291191320155,False
353,353,57,男性,25704.375422610963,高校,独身,0,639.5701488622274,0.13089331370830132,5168.101114430857,52.341994778855934,12,1,1.3778282050748767,True
354,354,42,女性,51591.255616771225,大学,離婚,0,586.5268109733395,1.253726827854695,3567.1398895224434,4.038209676335799,23,4,2.48321679017939,False
355,355,44,男性,24844.12511631615,専門学校,既婚,1,727.6646028394148,7.581357835465926,2453.3430591855326,70.02150100113131,18,3,3.8358164937136876,False
356,356,29,男性,80889.68219013991,大学,独身,2,644.3865717040416,1.1230683588651735,2741.020055699293,59.90392311826412,26,2,1.9039470626459698,False
357,357,44,女性,29224.270450102667,短大,既婚,0,511.04008365664345,0.41725263553103653,5210.219228109797,18.741268694440787,18,5,3.625652536918692,False
358,358,40,男性,9132.717920056079,大学院,独身,1,754.0914082807374,3.216579981195808,2244.2289980571,40.92051503725711,23,2,1.6568678329093838,True
359,359,49,女性,32101.910052861378,専門学校,独身,1,575.2960679300725,0.05009630155306116,1755.77484981776,28.98374278356367,22,1,1.2239211394467455,False
360,360,32,女性,26650.926445986017,短大,独身,1,654.3585598389576,0.44287838712911576,3252.8995888103655,48.74806785712727,16,4,1.4840628669945954,False
361,361,52,女性,41976.96846779448,高校,独身,1,643.1860886212644,8.241566034893648,3275.062101639845,16.95872360094846,20,4,4.719939132536538,False
362,362,67,女性,30840.704639065607,専門学校,既婚,0,673.0101173469864,7.380512113790426,3640.2599467271357,46.22654192210516,14,4,3.2070035317582053,True
363,363,43,男性,20553.20169450714,大学院,独身,4,430.89259274353356,12.333692694100975,3647.465158752697,18.622385455905633,22,3,4.185383101918596,False
364,364,51,女性,11942.406091609639,大学院,離婚,1,616.4900521200766,9.638426433660356,5070.586118955623,84.88914408189217,20,1,2.330618003620205,False
365,365,55,男性,19840.654542676377,高校,離婚,1,762.4837060115701,5.747037428893825,1780.3384272579995,19.98768621775192,16,3,3.3706345915417866,False
366,366,38,男性,14396.49096518561,高校,既婚,0,776.5445519891654,0.26875976839290594,2077.995573755053,18.631453346283127,15,0,2.9798085348199663,False
367,367,48,男性,16477.288795572353,専門学校,独身,0,550.8709618359679,7.635802778478906,3636.0783380511543,46.12354639666043,16,0,4.7829518376091755,False
368,368,45,男性,29563.30579533519,大学,離婚,1,742.0598242711816,9.338155790853142,2139.4677229522827,51.708060614106195,15,4,3.9902985442164414,False
369,369,46,男性,50764.483846459945,高校,既婚,1,573.8570245574416,8.024295699451612,1925.6591583318034,24.256007928748495,25,5,3.922170525986316,False
370,370,33,男性,26831.60505863359,大学,独身,0,612.5467740612717,3.551253428969825,5217.394225308028,5.946132006255331,16,2,1.1854130777371181,False
371,371,45,男性,12113.28991559477,短大,離婚,1,617.8015633540748,1.3257025245172647,1833.5648575230375,18.919723193572963,9,1,3.1986786760147643,False
372,372,52,男性,27509.903170237223,大学院,離婚,2,660.8803709705409,9.332306533752659,2682.8055926813063,103.32862988183358,23,1,2.8679658156072594,True
373,373,66,男性,40067.29695665897,大学,既婚,2,750.1366456290863,6.494400171862972,2928.3364159255407,41.94933135868947,16,1,4.711369066424778,True
374,374,59,男性,16237.985295164804,大学院,独身,2,676.4584536029112,19.754124372645634,4414.902339297478,50.00606916631353,24,3,2.029367952758129,False
375,375,77,女性,20598.868305935735,大学,独身,0,637.3868239676156,0.8461931501505029,1701.659248410969,1.001290307176328,23,0,2.0793338131643773,True
376,376,33,女性,22188.8257681779,短大,離婚,0,746.7311233038215,1.2787507201688288,3376.660713194116,18.925429696374227,15,2,2.6453849955260016,True
377,377,58,女性,14876.690090051423,高校,離婚,0,569.7338609766285,1.1900053347681456,2282.181088676888,31.20643565519564,12,0,1.9734788536255041,True
378,378,47,男性,30459.104198973375,短大,離婚,1,,7.864078044329923,3598.539557915736,53.164473511538546,18,2,1.516735671234998,False
379,379,77,女性,20733.91254029629,高校,独身,0,749.5781228377529,1.0345507471411735,2270.9594404983727,1.5158703405066565,25,0,4.429659386603204,False
